t,x,y
1.16,0.20712080867235544,-0.023840358667601824
1.17,0.21866059668379584,-0.02094019400164043
1.18,0.2295315687785926,-0.018670471936095133
1.19,0.23958396842176038,-0.013540271175731727
1.2,0.24867977290810617,-0.00819855429079502
1.21,0.25669530456312845,-0.006598930545626786
1.22,0.26352330737063867,0.0030919609084688366
1.23,0.2690745286075272,0.01650068948416772
1.24,0.27327885617550174,0.02304957467459697
1.25,0.27608606126867696,0.025666623040676417
1.26,0.2774661882852411,0.031541062425108804
1.27,0.2774096235125161,0.03745640366876545
1.28,0.2759268636732254,0.047476838086672954
1.29,0.27304799641212596,0.04918486897680096
1.3,0.26882189805409534,0.05923915457962919
1.31,0.26331514998739364,0.06305879306824819
1.32,0.25661067423908124,0.07399015473934956
1.33,0.2488060916380982,0.07581842186974874
1.34,0.2400118127991315,0.08181731937292008
1.35,0.23034888321229927,0.08076690513328978
1.36,0.21994661875035798,0.08356505128151576
1.37,0.20894008592563246,0.08833195684497223
1.3800000000000001,0.19746750028834184,0.08488858604084434
1.3900000000000001,0.18566763350418308,0.09196923454171077
1.4000000000000001,0.17367733125726462,0.09203842938284593
1.41,0.16162924662616734,0.09046645423304356
1.42,0.14964988448062422,0.09161913240204393
1.43,0.13785803131641636,0.08911556790796844
1.44,0.12636361397779178,0.08458862438392592
1.45,0.11526699449132885,0.08270184342958892
1.46,0.10465867267277373,0.08117883294927913
1.47,0.09461933898349689,0.07984839705994773
1.48,0.08522020134792116,0.07008515321547248
1.49,0.07652350280980355,0.07087890738415327
1.5,0.06858315097612061,0.06045275702991245
1.51,0.06144539230949497,0.059606264931747296
1.52,0.0551494808239045,0.0546427631997227
1.53,0.04972830812269343,0.049823603223017245
1.54,0.045208977297764574,0.04493983464653639
1.55,0.0416133153108667,0.0408722774459302
1.56,0.0389583263580997,0.03744383045464913
1.57,0.037256592300761476,0.02918668699931628
1.58,0.03651662582618148,0.024739067378500235
1.59,0.036743178016131195,0.018248828676960566
1.6,0.03793749489284909,0.01409439388533398
1.61,0.0400975077361539,0.007848296211723477
1.62,0.043217930108124525,0.0045431223830954565
1.6300000000000001,0.04729022156966739,-0.0013055471185029538
1.6400000000000001,0.05230236578365771,-0.0014946021777848244
1.6500000000000001,0.058238402025720365,-0.008014948698522956
1.6600000000000001,0.06507764851427944,-0.010770016204409134
1.67,0.07279356921566621,-0.014544948636440323
1.68,0.0813522689348421,-0.01852560129177917
1.69,0.09071065847815135,-0.02104764464654285
1.7,0.100814410561852,-0.025368018632173202
1.71,0.11159591646583267,-0.02756720514647973
1.72,0.12297253090188424,-0.0300015640902015
1.73,0.13484542928174686,-0.031227936605589948
1.74,0.14709937269252826,-0.0288708997007712
1.75,0.15960357411971818,-0.029565093571229172
1.76,0.17221370344632705,-0.026830231330506243
1.77,0.18477489918022755,-0.026591831705264062
1.78,0.19712551823311986,-0.02425883050127518
1.79,0.2091012840930947,-0.025213092139472766
1.8,0.2205394956760217,-0.020506787195495625
1.81,0.23128301772510818,-0.015141239171165864
1.82,0.2411838606496812,-0.011135842756386627
1.83,0.25010624609688226,-0.0064322186489073375
1.84,0.2579291264840778,0.0009391285612006727
1.85,0.26454817512889783,0.00592787532717292
1.86,0.26987728954052037,0.014221649750335179
1.87,0.27384965907128467,0.017226227289115336
1.8800000000000001,0.27641844560550677,0.02807056528179536
1.8900000000000001,0.2775571175467525,0.029864153692887425
1.9000000000000001,0.2772594668295778,0.042599799330441494
1.9100000000000001,0.27553932839986717,0.04985155188511555
1.92,0.27243001293387437,0.05521057330417175
1.93,0.2679834572527927,0.06139408454726605
1.94,0.26226909341977495,0.06555313181569714
1.95,0.2553724372974841,0.07127847595532888
1.96,0.24739340082191044,0.07587741878342186
1.97,0.23844433978856752,0.08189351499692299
1.98,0.22864786070069953,0.08619486190212922
1.99,0.2181344258521703,0.08947489217929647
